# File generated by CMD 2.3 (http://stev.oapd.inaf.it/cmd) on Sat Jan 28 09:52:42 CET 2012
# Basic reference: Marigo et al. (2008, A&A 482, 883) 
# but applying the corrections from Case A in Girardi et al. (2010, ApJ 724, 1030) 
#  but see Bonatto et al. (2004, A&A 415, 571) for 2MASS-specific details
# + Bertelli et al. (1994, A&AS, 106, 275) for the Mi>7.0 Msun interval
# Photometric system: Kepler + SDSS <i>griz</i> + DDO51 (in ABmags) + 2MASS (~Vegamag)
# BCs of Carbon stars derive from Loidl et al. (2001)
# O-rich circumstellar dust ignored
# C-rich circumstellar dust ignored
# IMF: Chabrier (2001) lognormal 
# Kind of output: isochrone tables
#	Isochrone	Z = 0.00952		Age = 	3.981e+06 yr
# log(age/yr)	M_ini   	M_act	logL/Lo	logTe	logG	mbol    Kepler  g       r       i       z       DDO51_finf J       H       Ks	C/O	M_hec	period	pmode	logMdot	int_IMF
	6.60	0.1500000060	0.1500	-2.4643	3.5358	5.1675	10.931	11.722	13.485	11.967	11.024	10.481	13.314	9.120	8.570	8.339	0.4787	0.0000	0.0	1	-17.817	1.9609395266
	6.60	0.2000000030	0.2000	-2.1879	3.5572	5.1019	10.240	10.884	12.475	11.031	10.242	9.780	12.334	8.475	7.921	7.706	0.4787	0.0000	0.0	1	-17.692	2.2217822075
	6.60	0.2500000000	0.2500	-1.9996	3.5688	5.0567	9.769	10.337	11.842	10.442	9.725	9.299	11.745	8.021	7.465	7.271	0.4787	0.0000	0.0	1	-17.573	2.4080901146
	6.60	0.3000000119	0.3000	-1.8498	3.5780	5.0229	9.394	9.904	11.342	9.976	9.317	8.923	11.276	7.666	7.103	6.925	0.4787	0.0000	0.0	1	-16.636	2.5475041866
	6.60	0.3499999940	0.3500	-1.7233	3.5860	4.9951	9.078	9.541	10.920	9.588	8.978	8.614	10.875	7.374	6.799	6.633	0.4787	0.0000	0.0	1	-15.843	2.6555202007
	6.60	0.4000000060	0.4000	-1.5786	3.5931	4.9372	8.717	9.144	10.470	9.170	8.601	8.261	10.441	7.034	6.441	6.287	0.4787	0.0000	0.0	1	-15.157	2.7413372993
	6.60	0.4499999881	0.4500	-1.4579	3.6020	4.9033	8.415	8.794	10.052	8.791	8.278	7.973	10.041	6.763	6.148	6.009	0.4787	0.0000	0.0	1	-14.551	2.8109800816
	6.60	0.5000000000	0.5000	-1.3294	3.6127	4.8630	8.094	8.436	9.626	8.414	7.947	7.672	9.618	6.475	5.842	5.713	0.4787	0.0000	0.0	1	-14.009	2.8684780598
	6.60	0.5500000119	0.5500	-1.1928	3.6247	4.8161	7.752	8.051	9.164	8.008	7.594	7.353	9.158	6.171	5.520	5.401	0.4787	0.0000	0.0	1	-13.519	2.9166350365
	6.60	0.6000000238	0.6000	-1.0626	3.6368	4.7720	7.426	7.680	8.709	7.627	7.254	7.041	8.696	5.878	5.236	5.129	0.4787	0.0000	0.0	1	-13.072	2.9573988914
	6.60	0.6999999881	0.7000	-0.7861	3.6688	4.6905	6.735	6.868	7.685	6.799	6.520	6.372	7.600	5.276	4.700	4.617	0.4787	0.0000	0.0	1	-12.279	3.0225379467
	6.60	0.8201413751	0.8201	-0.4631	3.7179	4.6326	5.928	5.933	6.497	5.864	5.683	5.608	6.303	4.635	4.206	4.147	0.4787	0.0000	0.0	1	-11.539	3.0803749561
	6.60	0.9604240656	0.9604	-0.1401	3.7625	4.5564	5.120	5.084	5.470	5.022	4.912	4.892	5.290	4.015	3.696	3.657	0.4787	0.0000	0.0	1	-12.381	3.1294956207
	6.60	1.3798586130	1.3799	0.6309	3.8658	4.3560	3.193	3.193	3.244	3.161	3.213	3.307	3.171	2.612	2.505	2.487	0.4787	0.0000	0.0	1	-14.533	3.2143769264
