# File generated by CMD 2.3 (http://stev.oapd.inaf.it/cmd) on Sat Jan 28 09:49:25 CET 2012
# Basic reference: Marigo et al. (2008, A&A 482, 883) 
# but applying the corrections from Case A in Girardi et al. (2010, ApJ 724, 1030) 
#  but see Bonatto et al. (2004, A&A 415, 571) for 2MASS-specific details
# + Bertelli et al. (1994, A&AS, 106, 275) for the Mi>7.0 Msun interval
# Photometric system: Kepler + SDSS <i>griz</i> + DDO51 (in ABmags) + 2MASS (~Vegamag)
# BCs of Carbon stars derive from Loidl et al. (2001)
# O-rich circumstellar dust ignored
# C-rich circumstellar dust ignored
# IMF: Chabrier (2001) lognormal 
# Kind of output: isochrone tables
#	Isochrone	Z = 0.00190		Age = 	3.981e+06 yr
# log(age/yr)	M_ini   	M_act	logL/Lo	logTe	logG	mbol    Kepler  g       r       i       z       DDO51_finf J       H       Ks	C/O	M_hec	period	pmode	logMdot	int_IMF
	6.60	0.1500000060	0.1500	-2.3704	3.5686	5.2048	10.696	11.192	12.717	11.226	10.606	10.250	12.636	8.985	8.424	8.232	0.4787	0.0000	0.0	1	-17.817	1.9609395266
	6.60	0.2000000030	0.2000	-2.0789	3.5936	5.1384	9.967	10.329	11.626	10.317	9.811	9.517	11.574	8.314	7.752	7.583	0.4787	0.0000	0.0	1	-17.692	2.2217822075
	6.60	0.2500000000	0.2500	-1.8877	3.6055	5.0917	9.489	9.804	11.005	9.779	9.315	9.047	10.949	7.869	7.301	7.141	0.4787	0.0000	0.0	1	-17.573	2.4080901146
	6.60	0.3000000119	0.3000	-1.7372	3.6148	5.0575	9.113	9.402	10.540	9.369	8.932	8.682	10.471	7.518	6.944	6.792	0.4787	0.0000	0.0	1	-16.636	2.5475041866
	6.60	0.3499999940	0.3500	-1.6127	3.6224	5.0305	8.802	9.070	10.155	9.031	8.616	8.381	10.077	7.229	6.648	6.503	0.4787	0.0000	0.0	1	-15.843	2.6555202007
	6.60	0.4000000060	0.4000	-1.4666	3.6289	4.9683	8.436	8.687	9.726	8.644	8.248	8.025	9.641	6.881	6.297	6.159	0.4787	0.0000	0.0	1	-15.157	2.7413372993
	6.60	0.4499999881	0.4500	-1.3467	3.6368	4.9312	8.137	8.364	9.346	8.317	7.945	7.737	9.255	6.603	6.017	5.890	0.4787	0.0000	0.0	1	-14.551	2.8109800816
	6.60	0.5000000000	0.5000	-1.2135	3.6465	4.8823	7.804	8.003	8.916	7.950	7.608	7.418	8.817	6.297	5.710	5.595	0.4787	0.0000	0.0	1	-14.009	2.8684780598
	6.60	0.5500000119	0.5500	-1.0669	3.6598	4.8305	7.437	7.596	8.420	7.540	7.234	7.067	8.297	5.968	5.400	5.297	0.4787	0.0000	0.0	1	-13.519	2.9166350365
	6.60	0.6000000238	0.6000	-0.9161	3.6764	4.7837	7.060	7.169	7.891	7.110	6.845	6.706	7.730	5.641	5.106	5.016	0.4787	0.0000	0.0	1	-13.072	2.9573988914
	6.60	0.6999999881	0.7000	-0.6126	3.7185	4.7157	6.301	6.327	6.854	6.269	6.081	6.000	6.644	5.034	4.612	4.546	0.4787	0.0000	0.0	1	-12.279	3.0225379467
	6.60	0.8000000119	0.8000	-0.3387	3.7591	4.6620	5.617	5.622	5.995	5.569	5.444	5.411	5.817	4.527	4.193	4.149	0.4787	0.0000	0.0	1	-11.616	3.0718705654
	6.60	0.8999999762	0.9000	-0.0964	3.7904	4.5962	5.011	5.027	5.294	4.981	4.902	4.903	5.154	4.074	3.800	3.770	0.4787	0.0000	0.0	1	-11.750	3.1102609634
	6.60	1.0537000895	1.0537	0.2251	3.8319	4.5094	4.207	4.246	4.388	4.209	4.193	4.240	4.291	3.480	3.288	3.269	0.4787	0.0000	0.0	1	-13.384	3.1547181606
	6.60	1.1537001133	1.1537	0.4102	3.8622	4.4849	3.745	3.797	3.857	3.768	3.803	3.884	3.783	3.174	3.044	3.029	0.4787	0.0000	0.0	1	-14.035	3.1769237518
	6.60	1.2537000179	1.2537	0.5764	3.8929	4.4776	3.329	3.400	3.378	3.381	3.469	3.585	3.329	2.923	2.854	2.840	0.4787	0.0000	0.0	1	-14.346	3.1953289509
	6.60	1.3536999226	1.3537	0.7241	3.9243	4.4886	2.960	3.068	2.966	3.063	3.204	3.350	2.942	2.737	2.719	2.706	0.4787	0.0000	0.0	1	-14.504	3.2107577324
	6.60	1.4537000656	1.4537	0.8619	3.9549	4.5043	2.615	2.812	2.642	2.820	3.002	3.168	2.647	2.593	2.607	2.595	0.4787	0.0000	0.0	1	-14.601	3.2237999439
	6.60	1.5537000895	1.5537	0.9821	3.9822	4.5220	2.315	2.617	2.407	2.634	2.843	3.022	2.432	2.477	2.511	2.503	0.4787	0.0000	0.0	1	-14.674	3.2349536419
	6.60	1.6268500090	1.6268	1.0701	4.0011	4.5297	2.095	2.481	2.250	2.502	2.727	2.915	2.288	2.387	2.431	2.427	0.4787	0.0000	0.0	1	-14.719	3.2421276569
	6.60	1.7000000477	1.7000	1.1484	4.0184	4.5397	1.899	2.373	2.126	2.397	2.630	2.824	2.174	2.313	2.362	2.363	0.4787	0.0000	0.0	1	-14.761	3.2485761642
	6.60	1.7731499672	1.7731	1.2226	4.0332	4.5430	1.713	2.264	2.006	2.290	2.532	2.731	2.063	2.232	2.286	2.290	0.4787	0.0000	0.0	1	-14.800	3.2543962002
	6.60	1.8999999762	1.9000	1.3370	4.0582	4.5587	1.428	2.114	1.841	2.144	2.396	2.604	1.908	2.124	2.184	2.195	0.4787	0.0000	0.0	1	-14.864	3.2632381916
	6.60	2.0000000000	2.0000	1.4243	4.0755	4.5629	1.209	1.993	1.710	2.024	2.283	2.497	1.783	2.030	2.093	2.108	0.4787	0.0000	0.0	1	-14.912	3.2692775726
	6.60	2.2000000477	2.2000	1.5756	4.1047	4.5696	0.831	1.781	1.485	1.816	2.084	2.310	1.567	1.860	1.931	1.951	0.4787	0.0000	0.0	1	-15.001	3.2793695927
	6.60	2.5000000000	2.5000	1.7773	4.1418	4.5717	0.327	1.494	1.182	1.532	1.811	2.053	1.275	1.621	1.700	1.728	0.4787	0.0000	0.0	1	-15.120	3.2908382416
	6.60	3.0000000000	3.0000	2.0545	4.1884	4.5603	-0.366	1.081	0.750	1.122	1.414	1.673	0.854	1.264	1.353	1.389	0.4787	0.0000	0.0	1	-13.516	3.3037204742
	6.60	3.5000000000	3.5000	2.2831	4.2249	4.5447	-0.938	0.731	0.385	0.776	1.078	1.349	0.499	0.957	1.053	1.095	0.4787	0.0000	0.0	1	-13.449	3.3120026588
	6.60	4.0000000000	4.0000	2.4774	4.2550	4.5285	-1.423	0.428	0.071	0.475	0.786	1.067	0.191	0.687	0.789	0.836	0.4787	0.0000	0.0	1	-13.391	3.3176128864
	6.60	4.5000000000	4.5000	2.6445	4.2802	4.5135	-1.841	0.162	-0.204	0.213	0.530	0.819	-0.079	0.450	0.557	0.607	0.4787	0.0000	0.0	1	-13.339	3.3215744495
	6.60	5.0000000000	5.0000	2.7906	4.3023	4.5016	-2.207	-0.071	-0.445	-0.018	0.305	0.601	-0.314	0.241	0.352	0.407	0.4787	0.0000	0.1	1	-13.294	3.3244650364
	6.60	5.5488982201	5.5489	2.9374	4.3236	4.4853	-2.573	-0.311	-0.693	-0.256	0.072	0.374	-0.558	0.023	0.138	0.197	0.4787	0.0000	0.1	1	-13.248	3.3268132210
	6.60	6.0000000000	6.0000	3.0486	4.3403	4.4746	-2.852	-0.491	-0.879	-0.435	-0.102	0.204	-0.740	-0.140	-0.022	0.040	0.4787	0.0000	0.1	1	-13.215	3.3282895088
	6.60	7.0000000000	7.0000	3.2675	4.3726	4.4520	-3.399	-0.851	-1.251	-0.792	-0.451	-0.135	-1.104	-0.466	-0.341	-0.274	0.4787	0.0000	0.1	1	-13.148	3.3306136131
	6.60	8.7314996719	8.7315	3.5821	4.4189	4.4186	-4.185	-1.379	-1.795	-1.316	-0.963	-0.635	-1.638	-0.947	-0.812	-0.736	0.4787	0.0000	0.1	1	-13.052	3.3328928947
	6.60	10.9259996414	10.9260	3.8915	4.4605	4.3728	-4.959	-1.939	-2.369	-1.871	-1.507	-1.169	-2.203	-1.464	-1.320	-1.236	0.4787	0.0000	0.1	1	-12.954	3.3343286514
	6.60	11.8608980179	11.8576	4.0040	4.4747	4.3530	-5.240	-2.152	-2.586	-2.083	-1.715	-1.373	-2.418	-1.662	-1.515	-1.429	0.4787	0.0000	0.1	1	-12.919	3.3346989155
	6.60	13.3889989853	13.3778	4.1741	4.4970	4.3243	-5.665	-2.479	-2.919	-2.407	-2.036	-1.689	-2.746	-1.969	-1.819	-1.729	0.4787	0.0000	0.1	1	-12.866	3.3351330757
	6.60	17.3149986267	17.2922	4.5193	4.5399	4.2621	-6.528	-3.137	-3.585	-3.062	-2.691	-2.336	-3.406	-2.609	-2.456	-2.363	0.4787	0.0000	0.1	1	-12.755	3.3357281685
